,company,year,EoF for SCR (£m),Excess of assets over liabilities (£m) [= equity],GWP (£m),NWP (£m) ,SCR (£m),SCR coverage ratio,Total assets (£m),Total liabilities (£m),"Gross BEL (inc. TPs as whole, pre-TMTP) (£m)",Gross claims incurred (£m),Gross combined ratio,Gross expense ratio,"Net BEL (inc. TPs as a whole, pre-TMTP) (£m)",Net combined ratio,Net expense ratio,Pure gross claims ratio,Pure net claims ratio
344,160,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.04486296300036,145.5848522903032,1.9628733966116354,0.7271008535880017,1275.6865014195976,1.8511682380398058,0.21722550887696557,1.1615564955054667,1.680748673231099
345,161,2016,31.312534859255216,28.73612559799353,0.16424846368412388,18.276065549845434,1.9153092079939795,0.511958920175775,40.55321017493108,11.001365385550127,55.66236444541489,-15.9846987761048,250.3167946134378,-167.76076480955678,22.42938423691002,169.20502578144388,-4.265872169305535,508.9019480502278,169.2357883011271
346,161,2017,51.03004075763083,49.584219121580944,31.414839437214994,7.342776960712822,13.910250618112347,1.6291703425192063,55.15933623408107,12.400691993538148,337.73076902807696,-5.099158554821295,-16.26390757312437,2.0583952211199446,196.97779732159546,-7.8164797023769435,7.746613079780967,-70.53457897180238,-36.984141203727575
347,161,2018,17.840701497237674,33.14795306886601,31.72677725620469,24.516819465923298,16.939201055304448,0.38498231332888444,50.84881940959924,18.926411042588455,256.91592154227794,-20.686711108979228,-0.2866005074975185,16.693621503653485,221.15882224206732,0.6179542987904699,20.883016553052386,-18.84485535008089,-14.697631601455454
348,161,2019,48.99887612593512,36.84761869139798,8.138522919697344,12.973810892629992,16.239100437094425,3.639725488298432,85.93287197867343,11.520371620544465,67.71033102661752,-12.261332268253394,-3.9562930406186236,52.179649190383095,75.68730910305943,-11.708458451793476,21.17124557467816,-46.12385382620828,-51.543073885753344
349,161,2020,20.111715692461928,32.4238659218919,20.135681563507614,28.908859576598065,7.848898229977327,4.136667432980987,87.24476348166658,16.8650585873252,60.10326372781738,-13.168996151412683,-9.570508756479226,11.862009514137023,127.71529665585258,1.801566206618577,-0.011667634956647943,-29.13620752230902,1.8517396020713022
350,162,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9404331142672557,0.6817773238694413,0.0,0.0,-0.1670418683728295,0.0,0.0,0.0,0.0
351,162,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.25798520052614,-2.050202159001665,0.0,0.0,-0.18148428781236606,0.0,0.0,0.0,0.0
352,162,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.20180156336169,3.9074124742065925,0.0,0.0,-0.48914204720618437,0.0,0.0,0.0,0.0
353,162,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3968692834030754,-3.097342369716848,0.0,0.0,-0.26195018553293,0.0,0.0,0.0,0.0
354,162,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.302328982841146,0.850882294760989,0.0,0.0,-0.1178630499583887,0.0,0.0,0.0,0.0
355,163,2016,7.267677745396368,6.998226064734078,1.04931384863757,0.6967102651339041,0.3803839583375934,12.459565248140322,32.48869497521193,10.645382148113805,619.6660515441891,621.0395484563652,0.3944355452353079,0.13612968054097657,1607.6254332871122,0.6710189824370832,0.23778437670902372,1.0035176042072382,0.9837508798995351
356,163,2017,0.9209942786715215,5.542399756608077,0.715628702785518,0.5780796359479189,0.3875518249734196,21.865373772360623,15.182432071884154,12.060870013295544,1606.4781374319007,1096.4065180008588,0.6344122505786953,0.41092722169833734,1672.5607855074466,0.8867272589963052,0.79183468551217,1.1541345374628036,0.9978057015903602
357,163,2018,3.667268843917781,6.328137002692557,0.141197470984312,0.5023955102615281,0.3540828188048448,21.525969013064177,15.431992366096603,9.220452647329857,616.5440348712972,277.3123170367008,0.7641946747559325,0.6232099341814431,331.9538983596059,0.8968678193775357,0.898892351352911,0.03617371650690539,0.7270637415367481
358,163,2019,5.957726910450189,1.6879418049419608,0.4425278762566511,0.5585360473375657,0.6228402774264753,23.50718119631726,0.05458006468335544,4.783984111491894,197.4033477867769,104.89052107848646,0.1397978210055266,0.4765650768839057,282.04158819572,0.5476747852609575,0.6006792194805962,1.2154470375600919,0.49235208104880174
359,163,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,551.42368450829,21.28665094540974,1.074663192840443,0.28863766803759344,640.2788762416742,0.4021792389075078,0.08992928429142431,0.6413617384305623,0.9381523192444494
360,164,2016,347.87072262204424,71.32683619821714,291.91147644243745,7.704559851180632,13.173774684681426,5.395742316102235,107.26703851483707,47.4788355723742,-37.98026206184333,23.040732924398544,0.7317469790574814,0.2917188010143062,-17.9167670645745,0.8140588594731237,0.029701223001505874,1.0508247250128264,0.011217430227594541
361,164,2017,328.1066962125861,302.0945091419456,97.52321194182504,340.7872729146616,95.71987296755802,3.402820877488088,325.4743654269331,4.872659024652547,-8.201911582233798,20.201518906405397,1.4867920799101548,0.4624896323109993,-3.0609861180271722,1.9059309091855212,0.4069000200028304,0.8301582434682788,0.9648877592835974
362,164,2018,351.66579832289096,27.270555620015518,238.40824025624872,331.3259586961942,93.09093773206344,1.7901243505760818,252.64438582113354,7.367861395444448,0.07308723686818605,2.746744321864239,0.1822620517120305,1.2033419049063223,0.4597403583986748,1.133429047962343,0.816639131384447,0.8622050889651081,0.24144161723674615
363,164,2019,321.4672054566381,282.947331289753,147.41062108015095,246.9932708942276,50.53284770033801,1.1412385634701268,103.23715874163308,8.175570404341597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
364,164,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
365,165,2016,286.2604866187377,381.62654461015114,227.8199008394205,36.028804418984684,148.8461656827855,4.765599550602489,814.9260638700167,1623.0687608785443,808.8514915220601,393.013169800131,1.395433127610257,0.289820212420249,339.00176531860296,0.7347413789067052,0.7623169780873094,0.371482048820204,0.2970643252542558
366,165,2017,345.55889055330437,334.0828292370278,300.03870402977554,121.23516450973835,95.33537022781695,1.5191785569663583,2392.924266152163,184.71980201612507,962.5097044476207,215.75036307376502,0.06531472959095215,0.5863998224044384,143.93276824629984,0.6891309416864893,0.41143161568917574,0.7700202656744326,0.5611258086524906
367,165,2018,70.9448644562572,236.26390044956312,22.667773713999615,41.855541303281235,182.67603275299155,0.19510537647022033,2661.2884280892176,2185.63772771081,68.11489175786447,147.9163938025116,1.0553454087300282,0.46555002259319717,331.5049003159006,0.1461949904208968,0.9611917623269062,1.1669589805915062,0.13208627253494334
368,165,2019,144.58518570098803,144.52661734179446,583.1329099844793,330.3358180553334,24.70769064169479,1.9343188789854175,3006.1027672398445,1619.404252914986,1211.9204728641187,250.8656153031409,0.2471589888432576,0.06066737644031088,20.968793976040295,0.8992749377385988,0.3707906365325827,1.3581121640859908,0.44644347073758683
369,165,2020,123.92459500082498,104.10910680445814,649.6805514865661,299.40451612224547,222.64911020865108,0.536300775968775,1273.2401790531767,1594.8515010202168,601.08728419234,633.9125869214505,1.2242764775603068,0.2057520000103552,87.25282761455135,0.10252898583105409,0.7122615571094599,1.2957734657388995,1.334639566877043
370,166,2016,99.00348550756482,11.297734300289447,0.0,0.0,12.304308759775733,2.325288651875933,96.49242439762473,8.493913669442069,3.4479582367702046,1.234526612679178,5.0187381842668515,316.02467941565,32.73301385984265,144.45207303455706,16.563656689075,3.3442306748880317,8.720425260658784
371,166,2017,74.74974398323589,71.99199489709261,13.926499983612823,0.5608337563402058,11.823851335789072,1.695410949741591,13.036746063597647,23.52222457114722,42.14029309078732,0.012246514750702774,-2.8768802896709755,-0.14010997064722838,2.3709651919897277,-2.2628742203491243,-7.424211262702207,-0.03473969357504514,3.7093539871323147
372,166,2018,37.34968749351028,19.286902833982946,16.981902649624594,50.37860083903124,5.539107651465506,0.0812647040737418,114.81193427704186,82.26349046300967,13.50860493628412,0.6128896753001882,30.14474135433861,53.77073097067541,35.462505183925416,1.3485855525674453,4.7589622032960435,30.31470335068726,-1.3417554976206696
373,166,2019,20.470186819300732,23.804049939547514,7.545185073286153,0.895885249014189,15.705631193571053,1.5728148197044716,88.82236467089093,58.833742631081776,58.43131976321931,5.923739132799048,-661.2249520299271,-197.37967283098058,29.223768871896453,-112.90157036823334,-342.81544194118203,-152.18898796500275,-53.11341120455872
374,166,2020,34.764260702546814,13.076082706677735,7.135591824577706,3.5872041909528085,13.170650407685512,2.8298245276786167,43.604506803303714,63.003546606698904,20.835557002680734,0.45503441157561114,747.847327216452,317.97751386088004,11.144930170364006,1222.8794829985777,791.287874224126,56.458311905095925,248.85769748715603
375,167,2016,8.91522093095109,4.656387816828438,0.0,0.0,8.863019915881507,2.9510376316429605,1394.7541916620632,365.0244579963038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
376,167,2017,20.61176535745064,4.886623998432414,16.148747336555857,18.217811271878954,6.900957863316866,3.577949383335536,1294.4897017224432,208.73688103003155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
377,167,2018,12.66612372710666,15.017157191510218,20.65450997027975,5.119029036443832,2.25565767562164,2.810892921916664,775.9655727731433,1407.1422465837786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
378,167,2019,11.203613331864823,14.555537372757865,6.836926592119068,9.386108956997198,3.128209383164903,6.880775082649503,1417.6361325958612,810.7562766388681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
379,167,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
380,168,2016,2.8795986005077903,0.16071634098650706,0.0,0.0,0.896722578417886,2.5131246268104546,4.676137030814761,0.2622290391030344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
381,168,2017,3.15205629872321,1.3488798229617884,0.0,0.0,0.04170641782312937,8.381830567364114,0.8117063105181855,0.10444550353318358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
382,168,2018,3.52403340333339,3.7852581229347946,0.0,0.0,0.4600417747801228,6.138958163014385,2.2280625920111214,0.035765621589235165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
383,168,2019,2.2390328847955283,4.316604994681536,0.0,0.0,0.27425417076226555,12.315580075264979,3.7184458242816465,0.012535975763718066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
384,168,2020,1.4303904151195088,1.3132038264938342,0.0,0.0,0.08433879174189607,0.18828148510600082,0.2732698976084012,0.0012471719517515559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
385,169,2016,0.058956406117685184,51.39588239824038,14.762839731450367,19.751138717796454,1.6470241907671759,5.125445059705573,227.43844434107353,113.42027850470798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
386,169,2017,6.51092997801064,38.216632001668685,49.824688369106276,15.112695952178765,6.11802078961374,2.4501173564517167,259.5247405786012,213.00205149559426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
387,169,2018,39.92025066079519,19.175893176341088,70.43213736392946,45.946303765443886,1.7010385873660308,0.5289917698205185,304.4346476144735,194.33044154507684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
388,169,2019,48.308260270580945,19.42955322372439,0.0,0.0,0.0,0.0,5.784537759793402,85.42917987671228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
389,169,2020,11.176113633727084,48.465575822379265,14.000099514984651,48.92705577934414,23.11496640678365,1.8057436048769886,399.7060175570201,272.7414369849347,122.31193289224615,21.79283264925122,0.04448017096234894,0.18139811276759607,49.06943761638918,0.5511345456768264,0.2697044738102849,0.2303864494986824,0.48096763351376676
395,170,2016,30.084518684061106,16.089565277000588,9.165933146672003,7.670912783474462,4.2080545704664685,1.8140275561282997,61.51616715766291,21.085559271026508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
396,170,2017,19.46407937697377,35.579306763457524,14.556197894609184,1.545133138679648,2.923784876780138,4.015994233823808,46.725063900832176,48.38115586106476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
397,170,2018,22.023435948288316,32.64926092490754,37.444443969388075,6.58441678764589,0.5053057354502442,3.9001723144233917,5.040326521398901,5.794559631630331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
398,170,2019,7.368150117034584,13.186518568794048,6.578848590006594,3.789284501974441,13.829254727948975,4.710114996009781,79.00465284968061,37.95252856982924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
399,170,2020,4.8491049939104265,6.790321950207466,40.63277594391462,6.434805713384589,19.219003896130936,0.47945434232078554,121.46999596838714,68.78855569215263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400,171,2016,40.867309176634336,28.555577856775194,49.028369834148116,45.22755130547253,9.025160629489067,1.8025684466463971,4.78306496361361,76.81647400558546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
401,171,2017,49.5893430925374,42.98268801295487,52.219251947080664,2.499431391950186,19.607531703268624,1.5124136658590437,82.1695253326426,96.26639140076448,16.453753832971422,50.77864738616659,1.649517983181057,0.28568216336268915,2.318821926956537,2.4170611169623033,0.3483564503936335,1.9947238927580053,1.4364111129447292
402,171,2018,51.22761546644287,56.83508642214248,93.93326344149189,84.33718366841399,35.14695425828809,0.8666620465911979,128.8524663294874,112.44293249244079,2.175315203756809,100.65821343444705,1.6346278357099675,0.27857768003068384,25.56148985440862,0.18407104803550509,0.35825426372802693,0.29615319509149124,0.26447815406761427
403,171,2019,42.205545112546396,22.29461467505027,118.63718173057678,29.88591088002858,1.1804157175565666,2.9877240802954512,285.6659009234091,163.37425266892407,25.973045272691557,152.96776745583642,0.6180449534330902,0.27529434192753455,91.41190020747828,1.8534421817308844,0.5206659372462573,0.06869829591886832,0.6026534870326312
404,171,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.29692363721375,8.637008057477443,0.889142933975218,0.5719728438850182,7.506801961325196,0.051663538359828315,0.5239146666777675,0.21358962603995715,0.2264456763153019
405,172,2016,34.62753674268581,39.65371692958071,0.0,0.0,9.079355802849575,6.28247140122962,12.046018369341102,25.42139612791253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
406,172,2017,50.92407191310765,2.3165443995978974,0.0,0.0,8.016838305178078,8.986729522542086,90.06762489891325,2.6521396619101436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
407,172,2018,19.518545936418832,0.5358027876874532,0.0,0.0,8.063308675788596,7.711867104477113,103.22846983020817,23.14759219870637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
408,172,2019,2.850622153306262,1.1514147724242856,0.0,0.0,1.4173311270640865,9.378241495450489,31.7101174092174,8.784145275411452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
409,172,2020,36.03968302593831,10.488829777382783,0.0,0.0,1.3244467532133493,3.745759917380251,11.413633508980057,1.4309966073181108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
410,173,2016,34.01928203227333,22.328407968023093,0.0,0.0,7.312126958592154,2.035443681596597,25.80261010324324,0.5385084172199375,21.126601869695936,-2.6426502408554287,0.0,0.0,29.3594221591429,0.0,0.0,0.0,0.0
411,173,2017,16.237120143444542,0.5044146502937973,2.6418268178043443,1.1184835523521595,7.051075118684247,2.900734633081203,0.7545660354298662,0.8814834246626448,15.910833206803403,-0.26063371001028723,0.0,0.0,22.40388158611032,0.0,0.0,0.0,0.0
412,173,2018,46.47408887158848,34.83122310955942,2.7135132326142575,1.2061862510473627,5.142971122240059,3.014766733315925,53.03360690122225,2.9336915375732464,27.665571507828265,0.0,0.0,0.0,1.8374151720281178,0.0,0.0,0.0,0.0
413,173,2019,14.951731642709255,17.81863809055089,2.7148016469553147,0.10794770691918507,8.14535409794642,3.5224103723406683,6.465241461508254,2.5758685386959406,7.074881346819133,0.0,0.0,0.0,25.438385238815954,0.0,0.0,0.0,0.0
414,173,2020,41.99914340978413,16.670802396436816,12.180012448603366,0.3730918444612106,8.0137715521154,0.8795927143199769,6.936429488744133,-2.4250712376145747,7.116389612382429,0.0,0.0,0.0,2.44737369455287,0.0,0.0,0.0,0.0
415,174,2016,9.457478202581559,32.63454563516706,0.0,0.0,17.693807181859523,2.0334027520531097,157.6076907697718,40.33480312367302,195.3984140313034,11.135638777128605,0.10548282678797469,0.01785878397099904,22.13757093925843,0.008995293453591499,0.058844126812133635,1.0502203446458733,0.05026689106812614
416,174,2017,24.785036510451143,29.79484435451176,17.0474071958811,14.147356950559463,2.29931049189675,2.9746169276164434,87.4492093278314,49.259006021508384,201.9064781273963,7.26792165750723,1.0721718472068467,0.43052197912858514,37.35864130191464,1.2549218446940829,0.816327748752891,0.7935796439707997,0.40337041010020225
417,174,2018,3.8962296237180274,68.20599729262,4.464322102822661,14.969953779561623,26.21762529851132,2.3202781885750956,40.20184226467732,98.5068220304848,150.17992545029972,91.5350257826113,0.7450736725829178,0.5080924286184852,67.42327458440185,0.6457335018449144,1.9875308928608737,0.4816793352065644,0.1699898848290681
418,174,2019,17.13788732362876,54.169737076296684,18.925783549180686,16.418119535458047,9.80929023811993,1.7342067094697655,69.72687422268179,80.62693852640577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
419,174,2020,82.2657923822203,35.67339607682849,17.68583962777344,5.72563310473691,8.2766992406311,4.6382528058742345,61.59017497376622,62.96961691687364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
420,175,2016,238.71601482778766,118.6726543002042,117.75616750509099,71.6136123083472,11.178427111627139,0.3126276185038887,4104.397360692147,519.0015851357201,0.07161818721453678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
421,175,2017,167.44777807285112,31.753029664575077,53.58159235076592,12.176875020331016,75.23324198319622,1.9668427325222577,1830.5777048590437,4073.1978010996986,0.00015763578500290493,-0.0014256258056373513,0.0,0.0,0.0,0.0,0.0,0.0,0.0
422,175,2018,12.926003483518196,154.66154698590802,117.64827004275611,53.49233372553487,6.638162443952866,1.7862162496610885,5029.35770070873,2411.606583202859,0.2258914350984853,0.010801016913503797,0.0,0.0,0.0,0.0,0.0,0.0,0.0
423,175,2019,49.71928804940254,278.4305095310496,40.37905056343447,59.848482956516946,147.06144890526673,0.16436743105863244,7361.898419245365,7574.288766337924,0.06016502261515146,-0.021897575530953593,0.0,0.0,0.0,0.0,0.0,0.0,0.0
424,175,2020,298.82953775233347,444.67169085447745,85.6192830027827,15.932315542876964,41.909414754199126,0.7817577842708632,9697.925872463871,1810.869590738773,0.04160242559934887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
425,176,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
426,176,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
427,176,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
428,176,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
429,176,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
430,177,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.83583419347484,78.25466500558163,2.2154192823393513,1.0640330326668885,93.31397400796358,0.5685468203840243,0.3160778451574211,0.31146863007843933,0.5839340130485519
431,177,2017,20.705697524119724,26.553983429230286,0.11095865983003186,0.08874453225043873,2.8594087961201566,9.09173195605044,11.834532174447894,0.27977776037653157,126.37515183727722,4.534959053432464,0.8833165106878584,0.8991786612434803,51.84365496387179,0.586234256049584,0.4829268628431688,0.1293091700984923,0.3546168382727088
432,177,2018,48.10474903069777,26.219705192206074,0.004681115823043939,0.017202625563915563,1.2261813616084134,26.275476772265627,3.086342757479891,0.00991829819677155,45.82710924618212,2.6517682667202696,0.7885015302200568,0.511334300824095,62.82433511350588,1.1035970386477245,0.4800704115298957,0.08085213795581521,0.4160209322744922
433,177,2019,19.7429346595918,41.930673563144985,0.12472728593970221,0.1094067086611374,1.0882089535658248,1.5781711607633406,1.4913883840662612,0.29990654873552847,66.2175278034803,32.80977946512775,0.00561576917782984,1.16163509781907,7.569658150301654,1.7283826777220124,1.032775073861115,0.42230384191611536,0.3512466266941465
434,177,2020,45.27169945197115,50.605630545913435,0.2648949845738432,0.13138241297785294,2.187591717214325,12.230792230373149,34.7486827416143,0.628563948297827,10.29314074484806,3.155557311180634,1.196603883160599,0.5113206754762113,39.3727595637151,0.5084765360613505,0.8710007799249201,1.1145523970052047,1.300822321285728
435,178,2016,8.819675458910782,6.6520838217530445,27.272612615026734,16.629827253617883,10.889022375144428,1.9660112051740095,20.34816006084174,12.273260570838982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
436,178,2017,6.969964159499578,16.770477952902066,26.33613348748237,13.045505562333068,6.618072135723655,1.0682364230073913,24.70090329666668,3.6201182836632935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
437,178,2018,18.03638160471665,10.047199815256427,11.133968530284028,14.61681765301869,7.8995919148535005,3.451123328257643,28.15950257311569,2.8513978296795397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
438,178,2019,0.03662676233910658,12.398433186766455,46.286524724998515,24.903769662617663,8.625067093382853,1.0782105388899443,30.981451554389686,8.376071178884983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
439,178,2020,8.97747971790862,10.400726182898346,17.134134594757352,22.32037972529064,7.969238991429629,2.9278643108874243,17.90629580097138,5.268415051127583,-0.05220801686501101,0.07765634890646363,6.943381085402232,13.786296549328378,0.5517230994025432,11.44487502713148,25.2540152988429,0.46486641040272103,0.877203716693601
440,179,2016,2633.747475048875,2633.673809855829,3171.777842695459,2263.2251007002465,43.273115498776896,2.5675376725033376,11085.704660887932,1882.6590252255057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
441,179,2017,216.23584078358198,2204.2529757126454,1063.222846366199,1028.3565146607118,1804.369327310647,0.11865889064724956,7170.861687636159,3722.883990819502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
442,179,2018,2865.818388519883,518.1020097703433,5942.225260329471,537.2812181159775,1258.3064392348497,0.002012123313570325,9632.556242304425,7074.455837210994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443,179,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
444,179,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
450,180,2016,64.90574422381478,8.08080274843498,24.202315414030195,4.5095322885901155,41.13925542221586,3.6441976652555286,233.56248543751641,18.91601183055077,45.65521668095651,61.19531570847279,1.4203707961535033,0.34632744506710533,33.047452343246974,2.3882779390311475,0.027620908957137622,0.7766973555581527,1.0523870487740372
451,180,2017,145.68544568292657,166.78783744464147,6.312151155606391,12.413173664334924,5.637803446723007,4.09812498679164,59.23014620705297,6.083055177970615,45.995759292601534,161.03628101169295,1.15539834915926,0.8286394651884359,26.62956923441955,0.4949409095282695,0.5401619185511478,0.8552200176120704,0.08104318346670952
452,180,2018,48.345942160942954,74.48189317799851,3.6830244111627737,8.956253627575325,16.989065603672373,2.856440046667146,121.48558128518259,33.45518468021095,45.27353357289383,103.51322736985504,0.7772721846480388,0.10025835209939755,186.79062337091844,0.9477470248598614,0.2542169521688933,0.1535595603355717,1.6937152579774744
453,180,2019,120.06943467524354,141.3664678206808,2.5414032579828256,1.8000792257970624,30.91702164764883,3.3458483669039127,85.38517824134527,45.59750717759708,202.25531528911964,29.995102387598124,2.0851481987142075,0.009298517648804915,195.1507122651215,0.11834274988884355,0.4921881830183768,0.1935641791811952,0.7622687907213588
454,180,2020,151.5279830574909,102.98726237768479,6.07082954368828,3.181934907019972,41.908115248304355,5.04513488381991,46.110847264638835,2.187929030752307,117.99827426159212,1.3709662636705107,0.8119264195151683,0.15776907709183474,65.73338818856134,0.16030298824612035,0.17035860662832614,0.2407267990440532,0.022833182177429065
455,181,2016,277.5625476914134,50.7873820565694,184.29452578697826,127.0517311241481,140.86654540239007,0.5946158769491048,49.755591766371154,225.76700898093944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
456,181,2017,140.11059469586797,49.41958314958784,166.79205720916872,143.28723896736912,103.55899998448724,0.2914671779362015,1552.6871002403295,38.64741975016445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
457,181,2018,221.19768741375492,163.37800825534387,542.4808595212578,146.21594898601072,106.99861415734405,1.003201550033774,2149.0519377373034,246.7482338895734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
458,181,2019,198.0082705379066,183.09855935225394,373.140559872269,25.876939054751663,164.00171618323498,1.9000908980792965,241.14764001713712,275.0512103186884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
459,181,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
460,182,2016,938.4724154116686,868.0085428926488,386.34486990712924,507.0339479650777,529.9746332913633,1.6705531011110577,5281.030939854165,54.26900342671941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
461,182,2017,862.5672694873164,872.7593630039369,839.4067752211913,456.2810785078598,68.68763857709567,2.294176701518744,1846.123427450848,892.3141628789381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
462,182,2018,306.71428250044465,864.1621745290968,529.523199037157,471.282973505661,553.0105102516533,1.4238164467832979,949.2393500625008,122.27100316653522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
463,182,2019,363.58597215677037,44.26688245807727,281.79110811962147,442.3273749369707,484.1421155005585,0.5349793718359094,2170.2780129631656,4087.7856395197564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
464,182,2020,1011.0715720829454,441.63650463712474,582.0602895292034,172.22714980593003,207.47159654727423,2.891341357329906,922.578062145423,4729.228328273944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
465,183,2016,-92.28577957038566,-14.571578645212169,0.0024305425560403582,0.0003742035898184529,47.257219811799764,-3.4882108337284268,0.1461616258620283,37.46189747693265,326.818467953666,18.312250788516433,0.9317740091613993,0.5669672796475889,217.35803494226508,0.9296072102142126,0.5823143722909044,0.7735012763233275,0.7928746465316782
466,183,2017,-48.716626620329706,-90.5027016436999,0.0032926075687181484,0.003765121474130662,31.032637066313708,-0.09998952538573541,0.0,90.39278885343454,271.02572620794854,111.12919112839269,0.9806951642654543,0.4043563841770651,26.878049632498055,1.886278593801266,0.17090044875095237,0.5200481716953316,0.7210868247420703
467,183,2018,92.49680807353838,59.76114540028765,0.0017631527214245128,0.005356377168699754,30.2028106879039,0.8302043702895375,173.7142445753509,27.945605085105395,469.2309558842797,355.94837123103963,1.914817080902638,0.3748244393537752,468.12063830872233,3.2008460333804165,0.1730784455619514,0.3108861354200055,1.6002087889385934
